500 2500
401 20 0.166667
401 471 0.333333
401 279 0.142857
373 171 0.200000
373 114 0.166667
373 41 0.100000
373 297 0.166667
189 154 0.500000
189 202 0.333333
189 444 0.166667
189 124 0.142857
256 470 0.125000
256 283 0.166667
256 453 1.000000
256 223 0.142857
470 72 0.500000
470 472 0.250000
470 228 0.111111
470 245 0.142857
495 295 0.200000
495 188 0.142857
495 449 0.250000
495 223 0.142857
75 19 0.100000
75 343 0.125000
75 21 0.125000
75 218 0.250000
75 438 0.166667
75 456 0.200000
75 122 0.200000
175 153 0.090909
175 280 0.250000
175 323 0.125000
426 343 0.125000
426 95 0.142857
426 159 0.200000
426 194 0.142857
426 319 0.333333
8 400 0.111111
8 242 0.125000
8 473 0.250000
8 478 0.111111
400 245 0.142857
400 88 0.333333
66 137 0.166667
66 303 0.166667
66 466 0.500000
66 30 0.250000
66 278 0.200000
137 225 0.200000
137 83 0.250000
137 253 0.333333
137 21 0.125000
137 177 0.200000
329 470 0.125000
329 424 0.200000
329 343 0.125000
329 228 0.111111
492 360 0.111111
492 19 0.100000
492 405 0.250000
182 131 0.200000
182 108 0.250000
182 439 0.200000
182 207 0.142857
182 481 0.250000
182 407 0.142857
182 191 0.142857
23 26 0.166667
23 309 0.125000
23 196 0.090909
23 250 0.125000
398 391 0.333333
398 488 0.333333
398 468 0.166667
398 386 0.125000
398 182 0.250000
398 370 0.166667
391 353 0.166667
391 491 0.166667
375 330 0.111111
171 289 0.333333
171 19 0.100000
171 233 0.100000
171 11 0.250000
308 172 0.142857
308 333 0.333333
308 361 0.200000
308 271 0.200000
413 293 0.166667
413 429 0.250000
413 397 0.200000
413 325 0.500000
413 64 0.166667
413 77 0.200000
413 82 0.250000
413 494 0.111111
413 286 0.142857
413 127 0.200000
333 395 0.250000
333 26 0.166667
333 35 0.250000
333 161 0.200000
333 231 0.250000
333 247 0.166667
333 8 0.125000
333 410 0.333333
395 417 0.200000
395 357 0.142857
395 494 0.111111
395 375 0.142857
288 320 0.125000
288 207 0.142857
288 8 0.125000
288 13 0.125000
288 105 0.125000
288 340 0.125000
288 444 0.166667
288 352 0.142857
288 397 0.200000
393 217 0.100000
393 484 0.111111
353 176 0.125000
353 134 0.200000
353 413 0.200000
156 450 0.100000
156 490 0.125000
156 149 0.250000
156 383 0.200000
156 54 0.250000
156 358 0.142857
156 264 0.333333
156 9 0.142857
156 446 0.250000
156 62 0.200000
156 215 0.142857
454 87 0.166667
454 139 0.250000
454 452 0.333333
454 355 0.250000
454 309 0.125000
380 298 0.250000
380 41 0.100000
380 10 0.125000
283 494 0.111111
283 94 0.142857
283 233 0.100000
283 481 0.250000
283 373 0.333333
283 10 0.125000
58 280 0.250000
58 109 0.333333
58 28 0.125000
58 140 0.500000
58 460 0.200000
58 476 0.142857
58 499 0.166667
280 440 0.200000
280 286 0.142857
280 76 0.166667
280 41 0.100000
280 145 0.333333
235 22 0.200000
235 491 0.166667
235 72 0.500000
235 29 0.142857
235 117 0.200000
235 261 0.125000
235 350 0.200000
206 9 0.142857
206 354 0.200000
206 172 0.142857
206 365 0.500000
206 86 0.125000
206 486 0.250000
322 203 0.111111
322 459 0.090909
322 213 0.166667
241 392 0.166667
241 281 0.250000
241 8 0.125000
241 412 0.111111
355 146 0.142857
355 429 0.250000
355 225 0.200000
355 466 0.500000
261 391 0.333333
261 53 0.250000
261 368 0.200000
261 320 0.125000
261 10 0.125000
159 241 0.166667
159 355 0.250000
159 398 0.250000
159 52 0.166667
62 176 0.125000
62 465 0.333333
236 404 0.250000
236 38 0.200000
63 171 0.200000
63 203 0.111111
63 435 0.250000
63 251 0.111111
360 314 0.250000
270 56 0.200000
270 148 0.166667
270 100 0.200000
270 186 0.250000
270 191 0.142857
270 287 0.200000
37 14 0.166667
37 162 0.200000
37 36 0.125000
37 320 0.125000
37 296 0.200000
37 406 0.500000
37 273 0.166667
37 444 0.166667
37 483 0.125000
14 315 0.250000
346 293 0.166667
346 443 0.142857
346 165 0.166667
346 370 0.166667
346 363 0.111111
346 283 0.166667
419 245 0.142857
419 275 0.142857
419 115 0.200000
176 192 0.166667
176 239 0.333333
176 199 0.200000
339 360 0.111111
339 415 0.333333
339 109 0.333333
339 240 0.250000
339 363 0.111111
339 288 0.333333
339 10 0.125000
339 433 0.111111
339 358 0.142857
339 18 0.111111
339 92 0.200000
339 454 0.125000
285 250 0.125000
285 296 0.200000
285 58 0.166667
285 116 0.250000
285 85 0.200000
285 75 0.125000
285 489 0.333333
285 367 0.166667
285 248 0.250000
285 461 0.333333
250 382 0.125000
250 223 0.142857
250 90 0.100000
250 60 0.166667
250 497 0.166667
108 34 0.333333
108 309 0.125000
108 235 0.142857
108 347 0.142857
108 196 0.090909
424 29 0.142857
424 71 0.166667
424 200 0.166667
424 103 0.200000
424 395 0.250000
424 313 0.333333
424 267 0.250000
424 8 0.125000
424 141 0.200000
424 129 0.111111
29 155 0.250000
29 145 0.333333
29 485 0.250000
29 389 0.200000
29 58 0.166667
29 162 0.200000
378 287 0.200000
378 450 0.100000
378 446 0.250000
223 436 0.333333
223 106 0.125000
223 284 0.500000
223 343 0.125000
223 127 0.200000
223 109 0.333333
223 48 0.083333
223 457 0.200000
436 110 0.090909
436 275 0.142857
436 467 0.200000
340 432 0.200000
340 258 0.250000
340 168 0.125000
340 201 0.166667
340 474 0.125000
340 28 0.125000
340 236 0.100000
340 499 0.166667
222 450 0.100000
222 380 0.200000
222 14 0.166667
222 437 0.142857
222 340 0.125000
28 500 0.166667
28 214 0.125000
28 207 0.142857
70 347 0.142857
70 187 0.250000
70 159 0.200000
487 52 0.166667
487 77 0.200000
487 346 0.200000
487 297 0.166667
487 497 0.166667
487 417 0.200000
487 473 0.250000
107 91 0.500000
107 116 0.250000
107 95 0.142857
107 448 0.500000
107 460 0.200000
91 228 0.111111
91 286 0.142857
91 136 0.200000
91 484 0.111111
392 192 0.166667
392 110 0.090909
392 474 0.125000
392 211 0.333333
407 203 0.111111
407 12 0.142857
407 157 0.250000
407 198 0.166667
407 18 0.111111
407 103 0.200000
407 262 0.166667
407 454 0.125000
68 255 0.250000
68 194 0.142857
68 19 0.100000
68 104 0.250000
43 172 0.142857
43 468 0.166667
43 489 0.333333
43 213 0.166667
43 422 0.166667
43 168 0.125000
43 429 0.250000
98 328 0.166667
98 51 0.142857
98 400 0.111111
98 120 0.250000
98 294 0.333333
98 188 0.142857
328 202 0.333333
328 128 0.200000
328 293 0.166667
328 279 0.142857
328 295 0.200000
328 470 0.125000
87 226 0.125000
87 470 0.125000
87 54 0.250000
87 478 0.111111
87 291 0.250000
87 13 0.125000
390 201 0.166667
390 459 0.090909
390 467 0.200000
390 369 0.333333
145 227 0.200000
145 456 0.200000
145 334 0.125000
128 459 0.090909
128 421 0.142857
128 70 0.142857
128 98 0.500000
128 113 0.125000
164 178 0.500000
164 234 0.250000
164 56 0.200000
164 140 0.500000
101 199 0.200000
101 120 0.250000
101 217 0.100000
101 364 0.100000
352 216 0.333333
352 19 0.100000
352 96 0.250000
216 494 0.111111
216 454 0.125000
216 120 0.250000
216 417 0.200000
216 301 0.166667
216 59 0.166667
211 229 0.500000
211 100 0.200000
399 483 0.125000
399 301 0.166667
399 267 0.250000
399 141 0.200000
36 282 0.142857
36 30 0.250000
36 296 0.200000
139 401 0.200000
139 166 0.166667
139 477 0.142857
139 257 0.250000
139 129 0.111111
139 153 0.090909
139 405 0.250000
139 403 0.166667
242 290 0.500000
242 389 0.200000
242 451 0.125000
242 62 0.200000
242 78 0.500000
296 283 0.166667
296 48 0.083333
296 315 0.250000
296 499 0.166667
296 149 0.250000
296 337 0.200000
200 236 0.100000
200 442 0.250000
200 57 0.090909
200 262 0.166667
200 352 0.142857
30 364 0.100000
30 70 0.142857
30 174 0.166667
30 449 0.250000
30 38 0.200000
432 261 0.125000
432 477 0.142857
423 414 0.333333
423 30 0.250000
423 197 1.000000
423 133 0.166667
423 451 0.125000
423 370 0.166667
423 486 0.250000
312 241 0.166667
312 9 0.142857
312 105 0.125000
312 421 0.142857
221 155 0.250000
221 139 0.250000
221 45 0.333333
221 264 0.333333
499 263 0.200000
499 320 0.125000
263 381 0.100000
263 323 0.125000
263 495 0.142857
263 270 0.111111
263 385 0.166667
263 408 0.142857
263 194 0.142857
263 243 0.333333
141 13 0.125000
141 190 0.500000
141 168 0.125000
141 310 0.166667
141 170 0.166667
13 228 0.111111
13 172 0.142857
13 312 0.166667
177 402 0.142857
243 48 0.083333
243 179 0.125000
243 162 0.200000
243 374 0.333333
243 214 0.125000
243 170 0.166667
243 245 0.142857
243 424 0.200000
243 363 0.111111
448 76 0.166667
448 20 0.166667
448 133 0.166667
208 392 0.166667
208 423 0.250000
208 114 0.166667
208 399 0.200000
208 262 0.166667
208 196 0.090909
208 194 0.142857
180 275 0.142857
180 251 0.111111
180 77 0.200000
284 165 0.166667
284 44 0.250000
284 146 0.142857
284 26 0.166667
284 36 0.125000
284 273 0.166667
284 344 0.250000
284 328 0.166667
16 102 0.142857
16 494 0.111111
16 26 0.166667
16 337 0.200000
16 164 0.250000
345 424 0.200000
345 312 0.166667
345 92 0.200000
345 205 0.333333
345 495 0.142857
215 357 0.142857
215 125 0.500000
215 252 0.250000
215 354 0.200000
215 385 0.166667
215 404 0.250000
215 198 0.166667
357 379 0.200000
357 291 0.250000
357 239 0.333333
357 193 0.166667
357 403 0.166667
126 313 0.333333
126 89 0.200000
313 397 0.200000
313 329 0.166667
313 372 0.333333
313 172 0.142857
313 111 0.200000
313 231 0.250000
123 301 0.166667
123 359 0.250000
123 179 0.125000
123 411 0.166667
123 386 0.125000
472 176 0.125000
472 320 0.125000
472 120 0.250000
472 106 0.125000
472 50 0.200000
27 3 0.142857
27 203 0.111111
3 391 0.333333
3 327 0.250000
3 118 0.250000
3 329 0.166667
3 94 0.142857
3 273 0.166667
3 96 0.250000
3 474 0.125000
3 117 0.200000
439 245 0.142857
439 282 0.142857
496 389 0.200000
496 487 0.166667
496 118 0.250000
496 317 0.166667
1 47 0.166667
1 212 0.250000
1 33 0.333333
47 381 0.100000
325 196 0.090909
325 295 0.200000
325 454 0.125000
325 28 0.125000
10 58 0.166667
10 22 0.200000
174 324 0.200000
174 45 0.333333
174 106 0.125000
174 309 0.125000
174 99 0.166667
114 192 0.166667
44 110 0.090909
44 135 0.250000
324 192 0.166667
324 113 0.125000
324 275 0.142857
324 236 0.100000
324 53 0.250000
478 133 0.166667
478 425 0.200000
478 439 0.200000
478 493 0.142857
478 399 0.200000
478 316 0.200000
488 47 0.166667
488 467 0.200000
488 147 0.333333
488 119 0.200000
45 193 0.166667
45 253 0.333333
45 191 0.142857
45 496 0.111111
45 308 0.200000
45 132 0.200000
45 60 0.166667
69 191 0.142857
69 390 0.250000
69 221 0.250000
69 478 0.111111
69 152 0.333333
69 225 0.200000
69 95 0.142857
69 370 0.166667
465 142 0.100000
465 283 0.166667
465 129 0.111111
465 206 0.250000
6 404 0.250000
6 136 0.200000
6 395 0.250000
6 399 0.200000
247 113 0.125000
247 88 0.333333
247 270 0.111111
416 259 0.200000
416 203 0.111111
416 341 0.500000
416 263 0.200000
416 450 0.100000
455 174 0.166667
455 247 0.166667
455 425 0.200000
455 51 0.142857
455 332 0.250000
455 423 0.250000
494 51 0.142857
494 421 0.142857
494 394 0.333333
11 423 0.250000
11 148 0.166667
251 1 0.333333
251 83 0.250000
251 64 0.166667
396 1 0.333333
396 418 0.200000
125 2 0.250000
125 40 0.250000
125 276 0.111111
462 261 0.125000
462 361 0.200000
300 188 0.142857
300 303 0.166667
300 386 0.125000
300 349 0.500000
300 358 0.142857
300 238 0.250000
300 104 0.250000
295 309 0.125000
295 496 0.111111
148 262 0.166667
148 160 0.142857
148 401 0.200000
422 246 0.333333
422 175 0.200000
422 335 0.250000
464 255 0.250000
464 340 0.125000
40 441 0.333333
40 190 0.500000
40 8 0.125000
40 385 0.166667
40 38 0.200000
40 317 0.166667
109 282 0.142857
73 500 0.166667
73 71 0.166667
73 495 0.142857
73 12 0.142857
479 143 0.333333
479 41 0.100000
479 336 0.200000
170 6 0.333333
170 333 0.333333
170 293 0.166667
170 254 0.500000
170 424 0.200000
170 314 0.250000
170 458 0.200000
356 303 0.166667
356 434 0.250000
356 298 0.250000
356 10 0.125000
344 491 0.166667
344 271 0.200000
344 459 0.090909
344 357 0.142857
344 235 0.142857
344 255 0.250000
344 414 0.333333
344 402 0.142857
327 426 0.250000
327 400 0.111111
327 130 0.125000
327 144 0.250000
327 367 0.166667
327 487 0.166667
72 294 0.333333
72 29 0.142857
72 481 0.250000
72 52 0.166667
294 332 0.250000
294 364 0.100000
294 437 0.142857
34 90 0.100000
105 196 0.090909
105 3 0.142857
105 237 0.333333
105 323 0.125000
105 329 0.166667
105 407 0.142857
323 378 0.333333
323 447 0.125000
323 271 0.200000
323 90 0.100000
323 251 0.111111
323 75 0.125000
336 352 0.142857
336 311 0.200000
336 328 0.166667
336 392 0.166667
336 249 0.500000
336 332 0.250000
336 49 0.500000
336 279 0.142857
336 484 0.111111
336 259 0.200000
389 185 0.500000
389 20 0.166667
389 263 0.200000
404 444 0.166667
404 150 0.200000
404 174 0.166667
404 129 0.111111
116 399 0.200000
116 433 0.111111
116 350 0.200000
116 500 0.166667
341 12 0.142857
341 482 0.250000
341 418 0.200000
166 23 0.142857
166 427 0.200000
166 180 0.250000
166 464 0.200000
166 90 0.100000
442 29 0.142857
442 236 0.100000
442 233 0.100000
442 210 0.166667
255 86 0.125000
255 18 0.111111
255 22 0.200000
255 330 0.111111
255 58 0.166667
319 470 0.125000
319 360 0.111111
319 438 0.166667
319 175 0.200000
319 181 0.250000
319 346 0.200000
471 344 0.250000
471 490 0.125000
471 195 0.200000
471 19 0.100000
471 268 0.250000
405 299 0.333333
405 290 0.500000
405 396 0.333333
405 222 0.200000
190 250 0.125000
190 175 0.200000
190 208 0.166667
33 324 0.200000
33 412 0.111111
33 170 0.166667
33 371 0.500000
33 110 0.090909
17 97 0.100000
17 463 0.200000
17 434 0.250000
17 451 0.125000
17 33 0.333333
498 464 0.200000
498 187 0.250000
498 90 0.100000
498 41 0.100000
498 381 0.100000
498 227 0.200000
84 393 0.333333
84 76 0.166667
84 478 0.111111
136 498 0.250000
136 294 0.333333
136 32 0.333333
136 380 0.200000
136 170 0.166667
136 51 0.142857
77 407 0.142857
77 206 0.250000
77 440 0.200000
77 228 0.111111
112 125 0.500000
112 343 0.125000
112 110 0.090909
112 360 0.111111
348 70 0.142857
348 147 0.333333
348 345 0.200000
466 284 0.500000
466 262 0.166667
466 430 0.500000
466 480 0.250000
466 81 0.125000
299 131 0.200000
299 217 0.100000
299 381 0.100000
299 23 0.142857
359 496 0.111111
359 173 0.333333
359 472 0.250000
332 158 0.333333
332 195 0.200000
132 179 0.125000
132 259 0.200000
132 238 0.250000
132 183 1.000000
267 386 0.125000
187 358 0.142857
187 308 0.200000
92 342 0.166667
92 271 0.200000
140 475 0.200000
140 102 0.142857
140 400 0.111111
140 136 0.200000
140 18 0.111111
453 22 0.200000
453 165 0.166667
453 312 0.166667
453 210 0.166667
326 472 0.250000
326 412 0.111111
163 402 0.142857
163 321 0.166667
163 247 0.166667
163 476 0.142857
163 268 0.250000
369 63 0.200000
369 433 0.111111
369 478 0.111111
369 400 0.111111
369 98 0.500000
369 357 0.142857
252 209 0.333333
252 469 0.250000
238 357 0.142857
238 403 0.166667
143 456 0.200000
143 248 0.250000
143 186 0.250000
5 48 0.083333
5 205 0.333333
5 179 0.125000
96 274 0.166667
96 427 0.200000
96 372 0.333333
291 14 0.166667
291 302 0.333333
291 101 0.333333
291 449 0.250000
291 257 0.250000
186 141 0.200000
186 165 0.166667
186 323 0.125000
186 8 0.125000
186 316 0.200000
186 233 0.100000
460 156 0.250000
460 483 0.125000
460 321 0.166667
460 179 0.125000
460 341 0.500000
289 215 0.142857
289 319 0.333333
349 330 0.111111
349 291 0.250000
349 18 0.111111
349 408 0.142857
349 275 0.142857
365 210 0.166667
365 40 0.250000
365 498 0.250000
181 400 0.111111
181 343 0.125000
181 71 0.166667
181 376 0.166667
157 301 0.166667
157 340 0.125000
157 57 0.090909
127 22 0.200000
127 158 0.333333
127 300 0.142857
127 411 0.166667
127 231 0.250000
183 270 0.111111
183 462 0.166667
183 63 0.200000
469 114 0.166667
469 232 0.250000
469 465 0.333333
209 480 0.250000
209 443 0.142857
209 350 0.200000
209 462 0.166667
7 304 0.125000
7 153 0.090909
406 398 0.250000
406 208 0.166667
406 338 0.250000
406 255 0.250000
205 348 0.333333
205 322 0.250000
205 123 0.200000
61 435 0.250000
61 288 0.333333
78 437 0.142857
78 272 0.200000
